"2017-05-04 14:16:03","CAD","1300","22.32","0","0","Cash"
"2017-05-04 14:51:43","JPY","50000","0.2701","0","0","Cash"
"2017-07-14 14:38:54","USD","100","30.45","0","0","Spot"
"2017-08-15 13:02:30","CAD","350","23.85","0","0","Spot"
